              Time,ñ                  õ,m                  y,m                  z,m          Speed_X,m/s          Speed_Y,m/s          Speed_Z,m/s         Omegax,rad/c         Omegay,rad/c         Omegaz,rad/c          Alfa,degree         Betta,degree         Pitch,degree           Yaw,degree          Roll,degree          TETA,degree           PSI,degree             B,degree             L,degree                  H,m           deltaPitch             deltaYaw            deltaRoll                   Gx                   Gy                   Gz 
                4.89              2722.92              5171.05              1.80934              523.264             -951.323             0.714351           0.00901652         -0.000335089          -0.00433702          0.000328049          2.89764e-05             -61.1872             -0.07819              2.60445             -61.1875           -0.0782191              48.7947               46.306              5170.47                    0                    0                    0          -0.00422134              -9.7939         -2.76847e-06 
                 4.9              2728.16              5161.54              1.81649              523.104             -951.131             0.715619           0.00901415         -0.000337179          -0.00433983          0.000327009          2.80619e-05             -61.1897           -0.0783546              2.60947               -61.19           -0.0783819              48.7948               46.306              5160.96                    0                    0                    0          -0.00422931             -9.79393         -2.77942e-06 
                4.91              2733.39              5152.03              1.82365              522.945             -950.938             0.716887           0.00901178         -0.000338544          -0.00434171          0.000324973          2.63827e-05             -61.1922           -0.0785208              2.61449             -61.1925           -0.0785447              48.7948               46.306              5151.45                    0                    0                    0          -0.00423727             -9.79396         -2.79038e-06 
                4.92              2738.61              5142.52              1.83083              522.785             -950.745             0.718153           0.00900941         -0.000338956          -0.00434238          0.000322575          2.44349e-05             -61.1946           -0.0786875              2.61951              -61.195           -0.0787076              48.7949               46.306              5141.93                    0                    0                    0          -0.00424523             -9.79399         -2.80137e-06 
                4.93              2743.84              5133.02              1.83801              522.625             -950.552             0.719419           0.00900704         -0.000338451          -0.00434186          0.000320519          2.27676e-05             -61.1971           -0.0788538              2.62452             -61.1975           -0.0788705              48.7949               46.306              5132.43                    0                    0                    0          -0.00425319             -9.79402         -2.81238e-06 
                4.94              2749.07              5123.51              1.84521              522.464             -950.358             0.720684           0.00900466         -0.000337314          -0.00434052          0.000319391          2.18313e-05             -61.1996           -0.0790186              2.62954                -61.2           -0.0790334               48.795               46.306              5122.92                    0                    0                    0          -0.00426114             -9.79404          -2.8234e-06 
                4.95              2754.29              5114.01              1.85243              522.304             -950.165             0.721949           0.00900229          -0.00033599          -0.00433893          0.000319498          2.18601e-05             -61.2021           -0.0791815              2.63455             -61.2024           -0.0791964               48.795               46.306              5113.41                    0                    0                    0           -0.0042691             -9.79407         -2.83445e-06 
                4.96              2759.51              5104.51              1.85965              522.144             -949.971             0.723212           0.00899991         -0.000334956          -0.00433769          0.000320803          2.28168e-05             -61.2046           -0.0793427              2.63957             -61.2049           -0.0793593              48.7951               46.306              5103.91                    0                    0                    0          -0.00427705              -9.7941         -2.84551e-06 
                4.97              2764.73              5095.01              1.86689              521.983             -949.776             0.724474           0.00899753         -0.000334593          -0.00433731          0.000322943          2.44137e-05             -61.2071           -0.0795025              2.64458             -61.2074           -0.0795222              48.7951               46.306              5094.41                    0                    0                    0          -0.00428499             -9.79413          -2.8566e-06 
                4.98              2769.95              5085.51              1.87414              521.822             -949.582             0.725735           0.00899515         -0.000335082          -0.00433802          0.000325343          2.62008e-05             -61.2096            -0.079662               2.6496             -61.2099           -0.0796852              48.7952               46.306              5084.91                    0                    0                    0          -0.00429294             -9.79416          -2.8677e-06 
                4.99              2775.17              5076.02              1.88141              521.661             -949.387             0.726994           0.00899277         -0.000336368          -0.00433976          0.000327382           2.7695e-05             -61.2121           -0.0798221              2.65461             -61.2124           -0.0798481              48.7952               46.306              5075.41                    0                    0                    0          -0.00430088             -9.79419         -2.87882e-06 
                   5              2780.39              5066.52              1.88868                521.5             -949.192             0.728253           0.00899039         -0.000338177          -0.00434219          0.000328563          2.85124e-05             -61.2146           -0.0799835              2.65962             -61.2149            -0.080011              48.7953               46.306              5065.92                    0                    0                    0          -0.00430882             -9.79422         -2.88997e-06 
                5.01               2785.6              5057.03              1.89597              521.339             -948.997              0.72951           0.00898801         -0.000340109          -0.00434478          0.000328643          2.84692e-05             -61.2171           -0.0801466              2.66463             -61.2174           -0.0801739              48.7953               46.306              5056.43                    0                    0                    0          -0.00431676             -9.79425         -2.90113e-06 
                5.02              2790.81              5047.54              1.90327              521.178             -948.801             0.730766           0.00898562         -0.000341741          -0.00434701          0.000327688          2.76235e-05             -61.2196           -0.0803112              2.66963             -61.2199           -0.0803368              48.7953               46.306              5046.93                    0                    0                    0           -0.0043247             -9.79428         -2.91231e-06 
                5.03              2796.02              5038.06              1.91059              521.017             -948.605             0.732022           0.00898324         -0.000342754          -0.00434845          0.000326044          2.62498e-05             -61.2221           -0.0804769              2.67464             -61.2224           -0.0804998              48.7954               46.306              5037.45                    0                    0                    0          -0.00433263             -9.79431         -2.92351e-06 
                5.04              2801.23              5028.57              1.91791              520.855             -948.409             0.733277           0.00898085         -0.000343008          -0.00434892          0.000324231          2.47554e-05             -61.2246           -0.0806429              2.67964             -61.2249           -0.0806628              48.7954               46.306              5027.96                    0                    0                    0          -0.00434056             -9.79434         -2.93473e-06 
                5.05              2806.44              5019.09              1.92525              520.694             -948.213             0.734531           0.00897846         -0.000342575          -0.00434851          0.000322794          2.35638e-05             -61.2271           -0.0808083              2.68464             -61.2274           -0.0808258              48.7955               46.306              5018.47                    0                    0                    0          -0.00434849             -9.79437         -2.94597e-06 
                5.06              2811.65              5009.61               1.9326              520.532             -948.016             0.735784           0.00897607         -0.000341715          -0.00434754          0.000322151          2.29983e-05             -61.2296           -0.0809725              2.68964             -61.2299           -0.0809888              48.7955               46.306              5008.99                    0                    0                    0          -0.00435642              -9.7944         -2.95722e-06 
                5.07              2816.85              5000.13              1.93997               520.37             -947.819             0.737036           0.00897368         -0.000340791          -0.00434648          0.000322488           2.3198e-05             -61.2321           -0.0811353              2.69464             -61.2324           -0.0811519              48.7956               46.306              4999.51                    0                    0                    0          -0.00436434             -9.79442          -2.9685e-06 
                5.08              2822.05              4990.65              1.94735              520.208             -947.622             0.738286           0.00897129         -0.000340172          -0.00434579          0.000323715          2.40869e-05             -61.2346           -0.0812966              2.69964             -61.2349            -0.081315              48.7956               46.306              4990.03                    0                    0                    0          -0.00437226             -9.79445          -2.9798e-06 
                5.09              2827.26              4981.18              1.95473              520.046             -947.424             0.739536            0.0089689         -0.000340125          -0.00434584            0.0003255          2.54034e-05             -61.2371           -0.0814572              2.70464             -61.2374            -0.081478              48.7957               46.306              4980.55                    0                    0                    0          -0.00438018             -9.79448         -2.99111e-06 
                 5.1              2832.46               4971.7              1.96214              519.883             -947.226             0.740785            0.0089665         -0.000340752          -0.00434675          0.000327375            2.678e-05             -61.2396           -0.0816176              2.70963             -61.2399           -0.0816411              48.7957               46.306              4971.08                    0                    0                    0           -0.0043881             -9.79451         -3.00245e-06 
                5.11              2837.65              4962.23              1.96955              519.721             -947.028             0.742032           0.00896411         -0.000341966          -0.00434841          0.000328866          2.78476e-05             -61.2421           -0.0817787              2.71463             -61.2424           -0.0818041              48.7958               46.306               4961.6                    0                    0                    0          -0.00439601             -9.79454          -3.0138e-06 
                5.12              2842.85              4952.76              1.97698              519.558              -946.83             0.743279           0.00896171         -0.000343521          -0.00435053          0.000329624          2.83373e-05             -61.2446           -0.0819408              2.71962             -61.2449           -0.0819671              48.7958               46.306              4952.13                    0                    0                    0          -0.00440393             -9.79457         -3.02517e-06 
                5.13              2848.04               4943.3              1.98442              519.395             -946.631             0.744524           0.00895931         -0.000345089          -0.00435268          0.000329514          2.81497e-05             -61.2471           -0.0821043              2.72461             -61.2474           -0.0821302              48.7959               46.306              4942.66                    0                    0                    0          -0.00441183              -9.7946         -3.03656e-06 
                5.14              2853.24              4933.83              1.99187              519.233             -946.432             0.745768           0.00895691         -0.000346352          -0.00435444          0.000328649          2.73756e-05             -61.2496           -0.0822689               2.7296             -61.2499           -0.0822933              48.7959               46.306              4933.19                    0                    0                    0          -0.00441974             -9.79463         -3.04798e-06 
                5.15              2858.43              4924.37              1.99933               519.07             -946.233             0.747012           0.00895451         -0.000347086          -0.00435554           0.00032734          2.62632e-05             -61.2521           -0.0824343              2.73459             -61.2524           -0.0824563               48.796               46.306              4923.73                    0                    0                    0          -0.00442765             -9.79466         -3.05941e-06 
                5.16              2863.62              4914.91              2.00681              518.906             -946.034             0.748254           0.00895211         -0.000347226          -0.00435587          0.000326011          2.51433e-05             -61.2546           -0.0825996              2.73957             -61.2549           -0.0826195               48.796               46.306              4914.26                    0                    0                    0          -0.00443555             -9.79469         -3.07085e-06 
                5.17              2868.81              4905.45               2.0143              518.743             -945.834             0.749496           0.00894971          -0.00034687          -0.00435557          0.000325071           2.4335e-05             -61.2571           -0.0827644              2.74456             -61.2574           -0.0827826               48.796               46.306               4904.8                    0                    0                    0          -0.00444345             -9.79472         -3.08232e-06 
                5.18              2873.99              4895.99               2.0218               518.58             -945.634             0.750736            0.0089473         -0.000346249          -0.00435492          0.000324807          2.40584e-05             -61.2596           -0.0829282              2.74954             -61.2599           -0.0829457              48.7961               46.306              4895.34                    0                    0                    0          -0.00445134             -9.79475         -3.09381e-06 
                5.19              2879.18              4886.53              2.02931              518.416             -945.434             0.751976            0.0089449         -0.000345659           -0.0043543          0.000325307           2.4378e-05             -61.2621           -0.0830908              2.75452             -61.2624           -0.0831089              48.7961               46.306              4885.88                    0                    0                    0          -0.00445924             -9.79478         -3.10532e-06 
                 5.2              2884.36              4877.08              2.03684              518.253             -945.233             0.753214           0.00894249         -0.000345374          -0.00435406          0.000326444          2.51913e-05             -61.2646           -0.0832524               2.7595             -61.2649           -0.0832721              48.7962               46.306              4876.43                    0                    0                    0          -0.00446713              -9.7948         -3.11684e-06 
                5.21              2889.54              4867.63              2.04437              518.089             -945.033             0.754452           0.00894008         -0.000345572          -0.00435444          0.000327922          2.62641e-05             -61.2671           -0.0834136              2.76449             -61.2674           -0.0834353              48.7962               46.306              4866.98                    0                    0                    0          -0.00447502             -9.79483         -3.12839e-06 
                5.22              2894.72              4858.18              2.05193              517.925             -944.831             0.755688           0.00893767         -0.000346293          -0.00435549          0.000329363          2.73002e-05             -61.2696           -0.0835748              2.76947             -61.2699           -0.0835984              48.7963               46.306              4857.52                    0                    0                    0          -0.00448291             -9.79486         -3.13995e-06 
                5.23               2899.9              4848.73              2.05949              517.761              -944.63             0.756923           0.00893526         -0.000347428          -0.00435708          0.000330416           2.8026e-05             -61.2721           -0.0837366              2.77445             -61.2724           -0.0837616              48.7963               46.306              4848.07                    0                    0                    0          -0.00449079             -9.79489         -3.15153e-06 
                5.24              2905.08              4839.29              2.06706              517.597             -944.429             0.758157           0.00893285         -0.000348759          -0.00435893          0.000330851          2.82653e-05             -61.2746           -0.0838994              2.77942             -61.2749           -0.0839248              48.7964               46.306              4838.63                    0                    0                    0          -0.00449868             -9.79492         -3.16313e-06 
                5.25              2910.25              4829.84              2.07465              517.432             -944.227              0.75939           0.00893044         -0.000350025           -0.0043607          0.000330618          2.79834e-05             -61.2771           -0.0840632               2.7844             -61.2774           -0.0840879              48.7964               46.306              4829.18                    0                    0                    0          -0.00450656             -9.79495         -3.17475e-06 
                5.26              2915.43               4820.4              2.08225              517.268             -944.025             0.760622           0.00892803         -0.000350991           -0.0043621          0.000329857          2.72916e-05             -61.2796           -0.0842278              2.78937             -61.2799           -0.0842511              48.7965               46.306              4819.74                    0                    0                    0          -0.00451443             -9.79498         -3.18639e-06 
                5.27               2920.6              4810.96              2.08986              517.103             -943.822             0.761853           0.00892561         -0.000351515          -0.00436294          0.000328844          2.64098e-05             -61.2821           -0.0843928              2.79434             -61.2824           -0.0844143              48.7965               46.306               4810.3                    0                    0                    0          -0.00452231             -9.79501         -3.19805e-06 
                5.28              2925.77              4801.53              2.09749              516.939             -943.619             0.763084           0.00892319         -0.000351585          -0.00436319          0.000327917          2.56013e-05             -61.2846           -0.0845577              2.79931             -61.2849           -0.0845776              48.7966               46.306              4800.86                    0                    0                    0          -0.00453018             -9.79504         -3.20973e-06 
                5.29              2930.94              4792.09              2.10513              516.774             -943.417             0.764313           0.00892078         -0.000351315          -0.00436301          0.000327374           2.5098e-05             -61.2871            -0.084722              2.80427             -61.2874           -0.0847408              48.7966               46.306              4791.42                    0                    0                    0          -0.00453805             -9.79507         -3.22142e-06 
                 5.3              2936.11              4782.66              2.11278              516.609             -943.213             0.765541           0.00891836         -0.000350907          -0.00436265          0.000327394          2.50375e-05             -61.2896           -0.0848855              2.80924             -61.2899           -0.0849041              48.7966               46.306              4781.98                    0                    0                    0          -0.00454592              -9.7951         -3.23314e-06 
                5.31              2941.27              4773.23              2.12044              516.444              -943.01             0.766768           0.00891594         -0.000350595           -0.0043624          0.000327992          2.54286e-05             -61.2921           -0.0850481              2.81421             -61.2924           -0.0850674              48.7967               46.306              4772.55                    0                    0                    0          -0.00455378             -9.79512         -3.24487e-06 
                5.32              2946.43               4763.8              2.12811              516.279             -942.806             0.767994           0.00891352         -0.000350575          -0.00436253          0.000329023          2.61545e-05             -61.2946             -0.08521              2.81917              -61.295           -0.0852307              48.7967               46.306              4763.12                    0                    0                    0          -0.00456165             -9.79515         -3.25662e-06 
                5.33               2951.6              4754.37               2.1358              516.113             -942.602             0.769219            0.0089111         -0.000350955          -0.00436316          0.000330228          2.70102e-05             -61.2971           -0.0853717              2.82414             -61.2975            -0.085394              48.7968               46.306              4753.69                    0                    0                    0          -0.00456951             -9.79518          -3.2684e-06 
                5.34              2956.76              4744.95              2.14349              515.948             -942.398             0.770443           0.00890867         -0.000351727          -0.00436429           0.00033131          2.77635e-05             -61.2996           -0.0855336               2.8291                -61.3           -0.0855573              48.7968               46.306              4744.26                    0                    0                    0          -0.00457736             -9.79521         -3.28019e-06 
                5.35              2961.92              4735.52              2.15121              515.782             -942.193             0.771665           0.00890625         -0.000352773          -0.00436578          0.000332019          2.82202e-05             -61.3021            -0.085696              2.83406             -61.3025           -0.0857206              48.7969               46.306              4734.84                    0                    0                    0          -0.00458522             -9.79524           -3.292e-06 
                5.36              2967.07               4726.1              2.15893              515.616             -941.988             0.772887           0.00890382         -0.000353905          -0.00436739           0.00033222          2.82773e-05             -61.3047           -0.0858593              2.83902              -61.305           -0.0858839              48.7969               46.306              4725.41                    0                    0                    0          -0.00459307             -9.79527         -3.30382e-06 
                5.37              2972.23              4716.68              2.16666              515.451             -941.783             0.774107            0.0089014         -0.000354919          -0.00436886          0.000331924          2.79472e-05             -61.3072           -0.0860233              2.84398             -61.3075           -0.0860472               48.797               46.306              4715.99                    0                    0                    0          -0.00460092              -9.7953         -3.31567e-06 
                5.38              2977.38              4707.27              2.17441              515.285             -941.578             0.775327           0.00889897         -0.000355652          -0.00436997          0.000331283          2.73497e-05             -61.3097           -0.0861879              2.84893               -61.31           -0.0862105               48.797               46.306              4706.57                    0                    0                    0          -0.00460877             -9.79533         -3.32753e-06 
                5.39              2982.53              4697.85              2.18217              515.118             -941.372             0.776546           0.00889654         -0.000356026          -0.00437063          0.000330536          2.66743e-05             -61.3122           -0.0863526              2.85389             -61.3125           -0.0863738              48.7971               46.306              4697.15                    0                    0                    0          -0.00461662             -9.79536         -3.33942e-06 
                 5.4              2987.68              4688.44              2.18994              514.952             -941.166             0.777763           0.00889411         -0.000356066          -0.00437087          0.000329943          2.61239e-05             -61.3147           -0.0865171              2.85884              -61.315           -0.0865372              48.7971               46.306              4687.74                    0                    0                    0          -0.00462446             -9.79539         -3.35132e-06 
                5.41              2992.83              4679.03              2.19773              514.786              -940.96              0.77898           0.00889168         -0.000355892          -0.00437082          0.000329708           2.5858e-05             -61.3172           -0.0866811              2.86379             -61.3175           -0.0867006              48.7972               46.306              4678.33                    0                    0                    0           -0.0046323             -9.79541         -3.36324e-06 
                5.42              2997.98              4669.62              2.20552              514.619             -940.754             0.780195           0.00888924         -0.000355675          -0.00437072          0.000329929          2.59498e-05             -61.3197           -0.0868444              2.86874               -61.32            -0.086864              48.7972               46.306              4668.92                    0                    0                    0          -0.00464014             -9.79544         -3.37518e-06 
                5.43              3003.13              4660.21              2.21333              514.453             -940.547              0.78141           0.00888681         -0.000355594          -0.00437078           0.00033057          2.63694e-05             -61.3222            -0.087007              2.87369             -61.3226           -0.0870274              48.7973               46.306              4659.51                    0                    0                    0          -0.00464797             -9.79547         -3.38714e-06 
                5.44              3008.27              4650.81              2.22115              514.286              -940.34             0.782623           0.00888437          -0.00035578          -0.00437118          0.000331481          2.69966e-05             -61.3247           -0.0871693              2.87864             -61.3251           -0.0871908              48.7973               46.306               4650.1                    0                    0                    0           -0.0046558              -9.7955         -3.39912e-06 
                5.45              3013.41              4641.41              2.22898              514.119             -940.133             0.783836           0.00888194         -0.000356285            -0.004372          0.000332441           2.7658e-05             -61.3273           -0.0873315              2.88359             -61.3276           -0.0873542              48.7973               46.306              4640.69                    0                    0                    0          -0.00466364             -9.79553         -3.41111e-06 
                5.46              3018.55              4632.01              2.23683              513.952             -939.925             0.785047            0.0088795          -0.00035707          -0.00437317          0.000333228          2.81784e-05             -61.3298           -0.0874939              2.88853             -61.3301           -0.0875176              48.7974               46.306              4631.29                    0                    0                    0          -0.00467146             -9.79556         -3.42313e-06 
                5.47              3023.69              4622.61              2.24468              513.785             -939.717             0.786257           0.00887706         -0.000358018          -0.00437455          0.000333675          2.84295e-05             -61.3323           -0.0876569              2.89348             -61.3326            -0.087681              48.7974               46.306              4621.89                    0                    0                    0          -0.00467929             -9.79559         -3.43516e-06 
                5.48              3028.83              4613.21              2.25255              513.617             -939.509             0.787466           0.00887462         -0.000358972          -0.00437595          0.000333719          2.83638e-05             -61.3348           -0.0878206              2.89842             -61.3351           -0.0878444              48.7975               46.306              4612.49                    0                    0                    0          -0.00468711             -9.79562         -3.44721e-06 
                5.49              3033.96              4603.82              2.26043               513.45             -939.301             0.788674           0.00887218         -0.000359779          -0.00437717          0.000333412          2.80251e-05             -61.3373           -0.0879847              2.90336             -61.3376           -0.0880079              48.7975               46.306               4603.1                    0                    0                    0          -0.00469493             -9.79565         -3.45928e-06 
                 5.5               3039.1              4594.43              2.26832              513.282             -939.093             0.789881           0.00886974         -0.000360336          -0.00437807          0.000332905          2.75317e-05             -61.3398           -0.0881492               2.9083             -61.3402           -0.0881713              48.7976               46.306               4593.7                    0                    0                    0          -0.00470275             -9.79568         -3.47137e-06 
                5.51              3044.23              4585.04              2.27623              513.115             -938.884             0.791087           0.00886729         -0.000360612          -0.00437862          0.000332395          2.70404e-05             -61.3423           -0.0883137              2.91323             -61.3427           -0.0883348              48.7976               46.306              4584.31                    0                    0                    0          -0.00471056              -9.7957         -3.48348e-06 
                5.52              3049.36              4575.65              2.28415              512.947             -938.675             0.792292           0.00886485         -0.000360658          -0.00437887          0.000332074          2.67006e-05             -61.3449           -0.0884779              2.91817             -61.3452           -0.0884983              48.7977               46.306              4574.92                    0                    0                    0          -0.00471838             -9.79573          -3.4956e-06 
                5.53              3054.49              4566.26              2.29208              512.779             -938.465             0.793495            0.0088624         -0.000360587          -0.00437897          0.000332071          2.66126e-05             -61.3474           -0.0886417               2.9231             -61.3477           -0.0886618              48.7977               46.306              4565.53                    0                    0                    0          -0.00472619             -9.79576         -3.50775e-06 
                5.54              3059.61              4556.88              2.30002              512.611             -938.255             0.794698           0.00885996          -0.00036054           -0.0043791          0.000332421          2.68017e-05             -61.3499           -0.0888049              2.92804             -61.3502           -0.0888253              48.7978               46.306              4556.15                    0                    0                    0          -0.00473399             -9.79579         -3.51991e-06 
                5.55              3064.74               4547.5              2.30797              512.443             -938.046               0.7959           0.00885751         -0.000360646          -0.00437942          0.000333059          2.72139e-05             -61.3524           -0.0889677              2.93297             -61.3527           -0.0889888              48.7978               46.306              4546.76                    0                    0                    0           -0.0047418             -9.79582         -3.53209e-06 
                5.56              3069.86              4538.12              2.31593              512.274             -937.835             0.797101           0.00885506         -0.000360985          -0.00438004          0.000333839          2.77349e-05             -61.3549           -0.0891303               2.9379             -61.3553           -0.0891524              48.7978               46.306              4537.38                    0                    0                    0           -0.0047496             -9.79585         -3.54429e-06 
                5.57              3074.98              4528.74              2.32391              512.106             -937.625               0.7983           0.00885261         -0.000361567          -0.00438097          0.000334584          2.82245e-05             -61.3574           -0.0892929              2.94283             -61.3578           -0.0893159              48.7979               46.306                 4528                    0                    0                    0           -0.0047574             -9.79588         -3.55651e-06 
                5.58               3080.1              4519.37               2.3319              511.937             -937.414             0.799498           0.00885016         -0.000362334          -0.00438214          0.000335134          2.85577e-05               -61.36           -0.0894559              2.94776             -61.3603           -0.0894794              48.7979               46.306              4518.62                    0                    0                    0           -0.0047652             -9.79591         -3.56875e-06 
                5.59              3085.22              4509.99               2.3399              511.769             -937.203             0.800696           0.00884771         -0.000363179          -0.00438341          0.000335391          2.86588e-05             -61.3625           -0.0896193              2.95269             -61.3628            -0.089643               48.798               46.306              4509.25                    0                    0                    0            -0.004773             -9.79594           -3.581e-06 
                 5.6              3090.34              4500.62              2.34791                511.6             -936.992             0.801892           0.00884525         -0.000363976          -0.00438462          0.000335343          2.85211e-05              -61.365           -0.0897832              2.95761             -61.3653           -0.0898065               48.798               46.306              4499.87                    0                    0                    0          -0.00478079             -9.79596         -3.59328e-06 
                5.61              3095.46              4491.25              2.35594              511.431              -936.78             0.803087            0.0088428         -0.000364619          -0.00438565          0.000335067          2.82057e-05             -61.3675           -0.0899474              2.96253             -61.3678           -0.0899701              48.7981               46.306               4490.5                    0                    0                    0          -0.00478858             -9.79599         -3.60557e-06 
                5.62              3100.57              4481.89              2.36398              511.262             -936.569             0.804281           0.00884034         -0.000365049           -0.0043864            0.0003347          2.78211e-05               -61.37           -0.0901118              2.96746             -61.3704           -0.0901337              48.7981               46.306              4481.13                    0                    0                    0          -0.00479637             -9.79602         -3.61788e-06 
                5.63              3105.68              4472.52              2.37202              511.092             -936.356             0.805474           0.00883789         -0.000365272           -0.0043869          0.000334398          2.74909e-05             -61.3726           -0.0902762              2.97238             -61.3729           -0.0902973              48.7982               46.306              4471.77                    0                    0                    0          -0.00480415             -9.79605         -3.63021e-06 
                5.64              3110.79              4463.16              2.38009              510.923             -936.144             0.806666           0.00883543          -0.00036535           -0.0043872          0.000334293          2.73178e-05             -61.3751           -0.0904402               2.9773             -61.3754           -0.0904609              48.7982               46.306               4462.4                    0                    0                    0          -0.00481193             -9.79608         -3.64255e-06 
                5.65               3115.9               4453.8              2.38816              510.754             -935.932             0.807857           0.00883297         -0.000365385          -0.00438746          0.000334455          2.73555e-05             -61.3776           -0.0906038              2.98221             -61.3779           -0.0906245              48.7983               46.306              4453.04                    0                    0                    0          -0.00481971             -9.79611         -3.65492e-06 
                5.66              3121.01              4444.44              2.39624              510.584             -935.719             0.809047           0.00883051         -0.000365487          -0.00438779          0.000334876          2.75956e-05             -61.3801            -0.090767              2.98713             -61.3805           -0.0907881              48.7983               46.306              4443.68                    0                    0                    0          -0.00482749             -9.79614          -3.6673e-06 
                5.67              3126.11              4435.08              2.40434              510.414             -935.506             0.810236           0.00882805          -0.00036574          -0.00438831          0.000335474          2.79729e-05             -61.3826             -0.09093              2.99205              -61.383           -0.0909518              48.7984               46.306              4434.32                    0                    0                    0          -0.00483526             -9.79617          -3.6797e-06 
                5.68              3131.21              4425.73              2.41245              510.244             -935.292             0.811424           0.00882558         -0.000366184          -0.00438908          0.000336121           2.8386e-05             -61.3852           -0.0910929              2.99696             -61.3855           -0.0911154              48.7984               46.306              4424.96                    0                    0                    0          -0.00484304              -9.7962         -3.69212e-06 
                5.69              3136.32              4416.38              2.42057              510.074             -935.078              0.81261           0.00882312         -0.000366802          -0.00439007          0.000336681          2.87277e-05             -61.3877            -0.091256              3.00187              -61.388           -0.0912791              48.7984               46.306              4415.61                    0                    0                    0          -0.00485081             -9.79622         -3.70456e-06 
                 5.7              3141.42              4407.03               2.4287              509.904             -934.865             0.813796           0.00882065         -0.000367529          -0.00439121          0.000337049           2.8916e-05             -61.3902           -0.0914194              3.00678             -61.3905           -0.0914427              48.7985               46.306              4406.26                    0                    0                    0          -0.00485857             -9.79625         -3.71702e-06 
                5.71              3146.51              4397.68              2.43684              509.734              -934.65              0.81498           0.00881819         -0.000368271          -0.00439237          0.000337178           2.8916e-05             -61.3927           -0.0915831              3.01169             -61.3931           -0.0916064              48.7985               46.306              4396.91                    0                    0                    0          -0.00486634             -9.79628         -3.72949e-06 
